student_id,school_year,subject,assessment_score,proficiency_level
STU00193,2024,Science,87.0,Advanced
STU00193,2024,Social Studies,65.0,Basic
STU00193,2025,Math,69.0,Basic
STU00193,2025,ELA,72.0,Proficient
STU00193,2025,Science,76.0,Proficient
STU00193,2025,Social Studies,82.0,Proficient
STU00194,2023,Math,57.0,Basic
STU00194,2023,ELA,73.0,Proficient
STU00194,2023,Science,75.0,Proficient
STU00194,2023,Social Studies,81.0,Proficient
STU00194,2024,Math,70.0,Proficient
STU00194,2024,ELA,70.0,Proficient
STU00194,2024,Science,63.0,Basic
STU00194,2024,Social Studies,56.0,Basic
STU00194,2025,Math,65.0,Basic
STU00194,2025,ELA,72.0,Proficient
STU00194,2025,Science,69.0,Basic
STU00194,2025,Social Studies,77.0,Proficient
STU00195,2023,Math,65.0,Basic
STU00195,2023,ELA,79.0,Proficient
STU00195,2023,Science,98.0,Advanced
STU00195,2023,Social Studies,91.0,Advanced
STU00195,2024,Math,85.0,Advanced
STU00195,2024,ELA,86.0,Advanced
STU00195,2024,Science,78.0,Proficient
STU00195,2024,Social Studies,67.0,Basic
STU00195,2025,Math,82.0,Proficient
STU00195,2025,ELA,59.0,Basic
STU00195,2025,Science,77.0,Proficient
STU00195,2025,Social Studies,82.0,Proficient
STU00196,2023,Math,74.0,Proficient
STU00196,2023,ELA,100.0,Advanced
STU00196,2023,Science,96.0,Advanced
STU00196,2023,Social Studies,91.0,Advanced
STU00196,2024,Math,68.0,Basic
STU00196,2024,ELA,96.0,Advanced
STU00196,2024,Science,84.0,Proficient
STU00196,2024,Social Studies,71.0,Proficient
STU00196,2025,Math,82.0,Proficient
STU00196,2025,ELA,93.0,Advanced
STU00196,2025,Science,78.0,Proficient
STU00196,2025,Social Studies,87.0,Advanced
STU00197,2023,Math,69.0,Basic
STU00197,2023,ELA,60.0,Basic
STU00197,2023,Science,66.0,Basic
STU00197,2023,Social Studies,61.0,Basic
STU00197,2024,Math,76.0,Proficient
STU00197,2024,ELA,63.0,Basic
STU00197,2024,Science,73.0,Proficient
STU00197,2024,Social Studies,60.0,Basic
STU00197,2025,Math,54.0,Below Basic
STU00197,2025,ELA,56.0,Basic
STU00197,2025,Science,63.0,Basic
STU00197,2025,Social Studies,70.0,Proficient
STU00198,2023,Math,78.0,Proficient
STU00198,2023,ELA,61.0,Basic
STU00198,2023,Science,75.0,Proficient
STU00198,2023,Social Studies,72.0,Proficient
STU00198,2024,Math,83.0,Proficient
STU00198,2024,ELA,79.0,Proficient
STU00198,2024,Science,80.0,Proficient
STU00198,2024,Social Studies,76.0,Proficient
STU00198,2025,Math,94.0,Advanced
STU00198,2025,ELA,69.0,Basic
STU00198,2025,Science,76.0,Proficient
STU00198,2025,Social Studies,83.0,Proficient
STU00199,2023,Math,72.0,Proficient
STU00199,2023,ELA,71.0,Proficient
STU00199,2023,Science,60.0,Basic
STU00199,2023,Social Studies,72.0,Proficient
STU00199,2024,Math,69.0,Basic
STU00199,2024,ELA,96.0,Advanced
STU00199,2024,Science,100.0,Advanced
STU00199,2024,Social Studies,81.0,Proficient
STU00199,2025,Math,67.0,Basic
STU00199,2025,ELA,89.0,Advanced
STU00199,2025,Science,73.0,Proficient
STU00199,2025,Social Studies,78.0,Proficient
STU00200,2023,Math,67.0,Basic
STU00200,2023,ELA,71.0,Proficient
STU00200,2023,Science,72.0,Proficient
STU00200,2023,Social Studies,65.0,Basic
STU00200,2024,Math,68.0,Basic
STU00200,2024,ELA,87.0,Advanced
STU00200,2024,Science,76.0,Proficient
STU00200,2024,Social Studies,79.0,Proficient
STU00200,2025,Math,58.0,Basic
STU00200,2025,ELA,90.0,Advanced
STU00200,2025,Science,74.0,Proficient
STU00200,2025,Social Studies,92.0,Advanced
STU00201,2023,Math,65.0,Basic
STU00201,2023,ELA,61.0,Basic
STU00201,2023,Science,50.0,Below Basic
STU00201,2023,Social Studies,87.0,Advanced
STU00201,2024,Math,72.0,Proficient
STU00201,2024,ELA,76.0,Proficient
STU00201,2024,Science,83.0,Proficient
STU00201,2024,Social Studies,71.0,Proficient
STU00201,2025,Math,83.0,Proficient
STU00201,2025,ELA,70.0,Proficient
STU00201,2025,Science,80.0,Proficient
STU00201,2025,Social Studies,69.0,Basic
STU00202,2023,Math,63.0,Basic
STU00202,2023,ELA,72.0,Proficient
STU00202,2023,Science,58.0,Basic
STU00202,2023,Social Studies,75.0,Proficient
STU00202,2024,Math,72.0,Proficient
STU00202,2024,ELA,60.0,Basic
STU00202,2024,Science,73.0,Proficient
STU00202,2024,Social Studies,76.0,Proficient
STU00202,2025,Math,84.0,Proficient
STU00202,2025,ELA,82.0,Proficient
STU00202,2025,Science,91.0,Advanced
STU00202,2025,Social Studies,85.0,Advanced
STU00203,2023,Math,47.0,Below Basic
STU00203,2023,ELA,55.0,Basic
STU00203,2023,Science,51.0,Below Basic
STU00203,2023,Social Studies,61.0,Basic
STU00203,2024,Math,56.0,Basic
STU00203,2024,ELA,53.0,Below Basic
STU00203,2024,Science,58.0,Basic
STU00203,2024,Social Studies,64.0,Basic
STU00203,2025,Math,45.0,Below Basic
STU00203,2025,ELA,60.0,Basic
STU00203,2025,Science,42.0,Below Basic
STU00203,2025,Social Studies,68.0,Basic
STU00204,2023,Math,76.0,Proficient
STU00204,2023,ELA,89.0,Advanced
STU00204,2023,Science,63.0,Basic
STU00204,2023,Social Studies,85.0,Advanced
STU00204,2024,Math,80.0,Proficient
STU00204,2024,ELA,73.0,Proficient
STU00204,2024,Science,70.0,Proficient
STU00204,2024,Social Studies,65.0,Basic
STU00204,2025,Math,59.0,Basic
STU00204,2025,ELA,68.0,Basic
STU00204,2025,Science,62.0,Basic
STU00204,2025,Social Studies,90.0,Advanced
STU00205,2023,Math,53.0,Below Basic
STU00205,2023,ELA,71.0,Proficient
STU00205,2023,Science,73.0,Proficient
STU00205,2023,Social Studies,74.0,Proficient
STU00205,2024,Math,77.0,Proficient
STU00205,2024,ELA,85.0,Advanced
STU00205,2024,Science,71.0,Proficient
STU00205,2024,Social Studies,78.0,Proficient
STU00205,2025,Math,67.0,Basic
STU00205,2025,ELA,85.0,Advanced
STU00205,2025,Science,91.0,Advanced
STU00205,2025,Social Studies,63.0,Basic
STU00206,2023,Math,54.0,Below Basic
STU00206,2023,ELA,80.0,Proficient
STU00206,2023,Science,84.0,Proficient
STU00206,2023,Social Studies,94.0,Advanced
STU00206,2024,Math,83.0,Proficient
STU00206,2024,ELA,91.0,Advanced
STU00206,2024,Science,93.0,Advanced
STU00206,2024,Social Studies,93.0,Advanced
STU00206,2025,Math,87.0,Advanced
STU00206,2025,ELA,71.0,Proficient
STU00206,2025,Science,81.0,Proficient
STU00206,2025,Social Studies,86.0,Advanced
STU00207,2023,Math,70.0,Proficient
STU00207,2023,ELA,73.0,Proficient
STU00207,2023,Science,87.0,Advanced
STU00207,2023,Social Studies,68.0,Basic
STU00207,2024,Math,75.0,Proficient
STU00207,2024,ELA,74.0,Proficient
STU00207,2024,Science,62.0,Basic
STU00207,2024,Social Studies,62.0,Basic
STU00207,2025,Math,59.0,Basic
STU00207,2025,ELA,81.0,Proficient
STU00207,2025,Science,75.0,Proficient
STU00207,2025,Social Studies,70.0,Proficient
STU00208,2023,Math,55.0,Basic
STU00208,2023,ELA,79.0,Proficient
STU00208,2023,Science,72.0,Proficient
STU00208,2023,Social Studies,69.0,Basic
STU00208,2024,Math,65.0,Basic
STU00208,2024,ELA,74.0,Proficient
STU00208,2024,Science,80.0,Proficient
STU00208,2024,Social Studies,75.0,Proficient
STU00208,2025,Math,64.0,Basic
STU00208,2025,ELA,78.0,Proficient
STU00208,2025,Science,87.0,Advanced
STU00208,2025,Social Studies,80.0,Proficient
STU00209,2023,Math,78.0,Proficient
STU00209,2023,ELA,78.0,Proficient
STU00209,2023,Science,72.0,Proficient
STU00209,2023,Social Studies,73.0,Proficient
STU00209,2024,Math,64.0,Basic
STU00209,2024,ELA,92.0,Advanced
STU00209,2024,Science,85.0,Advanced
STU00209,2024,Social Studies,83.0,Proficient
STU00209,2025,Math,81.0,Proficient
STU00209,2025,ELA,85.0,Advanced
STU00209,2025,Science,74.0,Proficient
STU00209,2025,Social Studies,80.0,Proficient
STU00210,2023,Math,53.0,Below Basic
STU00210,2023,ELA,83.0,Proficient
STU00210,2023,Science,68.0,Basic
STU00210,2023,Social Studies,63.0,Basic
STU00210,2024,Math,71.0,Proficient
STU00210,2024,ELA,73.0,Proficient
STU00210,2024,Science,48.0,Below Basic
STU00210,2024,Social Studies,60.0,Basic
STU00210,2025,Math,59.0,Basic
STU00210,2025,ELA,67.0,Basic
STU00210,2025,Science,59.0,Basic
STU00210,2025,Social Studies,62.0,Basic
STU00211,2023,Math,71.0,Proficient
STU00211,2023,ELA,88.0,Advanced
STU00211,2023,Science,64.0,Basic
STU00211,2023,Social Studies,75.0,Proficient
STU00211,2024,Math,58.0,Basic
STU00211,2024,ELA,68.0,Basic
STU00211,2024,Science,79.0,Proficient
STU00211,2024,Social Studies,81.0,Proficient
STU00211,2025,Math,75.0,Proficient
STU00211,2025,ELA,91.0,Advanced
STU00211,2025,Science,92.0,Advanced
STU00211,2025,Social Studies,81.0,Proficient
STU00212,2023,Math,71.0,Proficient
STU00212,2023,ELA,68.0,Basic
STU00212,2023,Science,76.0,Proficient
STU00212,2023,Social Studies,62.0,Basic
STU00212,2024,Math,88.0,Advanced
STU00212,2024,ELA,85.0,Advanced
STU00212,2024,Science,63.0,Basic
STU00212,2024,Social Studies,68.0,Basic
STU00212,2025,Math,74.0,Proficient
STU00212,2025,ELA,70.0,Proficient
STU00212,2025,Science,77.0,Proficient
STU00212,2025,Social Studies,71.0,Proficient
STU00213,2023,Math,78.0,Proficient
STU00213,2023,ELA,67.0,Basic
STU00213,2023,Science,88.0,Advanced
STU00213,2023,Social Studies,74.0,Proficient
STU00213,2024,Math,55.0,Basic
STU00213,2024,ELA,88.0,Advanced
STU00213,2024,Science,79.0,Proficient
STU00213,2024,Social Studies,74.0,Proficient
STU00213,2025,Math,71.0,Proficient
STU00213,2025,ELA,57.0,Basic
STU00213,2025,Science,51.0,Below Basic
STU00213,2025,Social Studies,69.0,Basic
STU00214,2023,Math,80.0,Proficient
STU00214,2023,ELA,74.0,Proficient
STU00214,2023,Science,85.0,Advanced
STU00214,2023,Social Studies,84.0,Proficient
STU00214,2024,Math,71.0,Proficient
STU00214,2024,ELA,84.0,Proficient
STU00214,2024,Science,86.0,Advanced
STU00214,2024,Social Studies,74.0,Proficient
STU00214,2025,Math,64.0,Basic
STU00214,2025,ELA,70.0,Proficient
STU00214,2025,Science,46.0,Below Basic
STU00214,2025,Social Studies,72.0,Proficient
STU00215,2023,Math,65.0,Basic
STU00215,2023,ELA,63.0,Basic
STU00215,2023,Science,64.0,Basic
STU00215,2023,Social Studies,62.0,Basic
STU00215,2024,Math,42.0,Below Basic
STU00215,2024,ELA,78.0,Proficient
STU00215,2024,Science,58.0,Basic
STU00215,2024,Social Studies,58.0,Basic
STU00215,2025,Math,72.0,Proficient
STU00215,2025,ELA,71.0,Proficient
STU00215,2025,Science,64.0,Basic
STU00215,2025,Social Studies,70.0,Proficient
STU00216,2023,Math,62.0,Basic
STU00216,2023,ELA,75.0,Proficient
STU00216,2023,Science,86.0,Advanced
STU00216,2023,Social Studies,71.0,Proficient
STU00216,2024,Math,67.0,Basic
STU00216,2024,ELA,80.0,Proficient
STU00216,2024,Science,79.0,Proficient
STU00216,2024,Social Studies,86.0,Advanced
STU00216,2025,Math,65.0,Basic
STU00216,2025,ELA,57.0,Basic
STU00216,2025,Science,87.0,Advanced
STU00216,2025,Social Studies,71.0,Proficient
STU00217,2023,Math,63.0,Basic
STU00217,2023,ELA,51.0,Below Basic
STU00217,2023,Science,79.0,Proficient
STU00217,2023,Social Studies,75.0,Proficient
STU00217,2024,Math,73.0,Proficient
STU00217,2024,ELA,76.0,Proficient
STU00217,2024,Science,54.0,Below Basic
STU00217,2024,Social Studies,65.0,Basic
STU00217,2025,Math,66.0,Basic
STU00217,2025,ELA,66.0,Basic
STU00217,2025,Science,69.0,Basic
STU00217,2025,Social Studies,76.0,Proficient
STU00218,2023,Math,84.0,Proficient
STU00218,2023,ELA,64.0,Basic
STU00218,2023,Science,77.0,Proficient
STU00218,2023,Social Studies,85.0,Advanced
STU00218,2024,Math,65.0,Basic
STU00218,2024,ELA,75.0,Proficient
STU00218,2024,Science,80.0,Proficient
STU00218,2024,Social Studies,78.0,Proficient
STU00218,2025,Math,81.0,Proficient
STU00218,2025,ELA,79.0,Proficient
STU00218,2025,Science,74.0,Proficient
STU00218,2025,Social Studies,68.0,Basic
STU00219,2023,Math,71.0,Proficient
STU00219,2023,ELA,72.0,Proficient
STU00219,2023,Science,62.0,Basic
STU00219,2023,Social Studies,78.0,Proficient
STU00219,2024,Math,82.0,Proficient
STU00219,2024,ELA,68.0,Basic
STU00219,2024,Science,66.0,Basic
STU00219,2024,Social Studies,68.0,Basic
STU00219,2025,Math,56.0,Basic
STU00219,2025,ELA,92.0,Advanced
STU00219,2025,Science,69.0,Basic
STU00219,2025,Social Studies,67.0,Basic
STU00220,2023,Math,59.0,Basic
STU00220,2023,ELA,69.0,Basic
STU00220,2023,Science,65.0,Basic
STU00220,2023,Social Studies,86.0,Advanced
STU00220,2024,Math,61.0,Basic
STU00220,2024,ELA,61.0,Basic
STU00220,2024,Science,79.0,Proficient
STU00220,2024,Social Studies,75.0,Proficient
STU00220,2025,Math,71.0,Proficient
STU00220,2025,ELA,81.0,Proficient
STU00220,2025,Science,77.0,Proficient
STU00220,2025,Social Studies,77.0,Proficient
STU00221,2023,Math,55.0,Basic
STU00221,2023,ELA,56.0,Basic
STU00221,2023,Science,64.0,Basic
STU00221,2023,Social Studies,62.0,Basic
STU00221,2024,Math,76.0,Proficient
STU00221,2024,ELA,60.0,Basic
STU00221,2024,Science,71.0,Proficient
STU00221,2024,Social Studies,76.0,Proficient
STU00221,2025,Math,72.0,Proficient
STU00221,2025,ELA,79.0,Proficient
STU00221,2025,Science,72.0,Proficient
STU00221,2025,Social Studies,71.0,Proficient
STU00222,2023,Math,77.0,Proficient
STU00222,2023,ELA,65.0,Basic
STU00222,2023,Science,80.0,Proficient
STU00222,2023,Social Studies,66.0,Basic
STU00222,2024,Math,71.0,Proficient
STU00222,2024,ELA,73.0,Proficient
STU00222,2024,Science,76.0,Proficient
STU00222,2024,Social Studies,72.0,Proficient
STU00222,2025,Math,67.0,Basic
STU00222,2025,ELA,83.0,Proficient
STU00222,2025,Science,78.0,Proficient
STU00222,2025,Social Studies,80.0,Proficient
STU00223,2023,Math,55.0,Basic
STU00223,2023,ELA,59.0,Basic
STU00223,2023,Science,71.0,Proficient
STU00223,2023,Social Studies,78.0,Proficient
STU00223,2024,Math,62.0,Basic
STU00223,2024,ELA,64.0,Basic
STU00223,2024,Science,82.0,Proficient
STU00223,2024,Social Studies,77.0,Proficient
STU00223,2025,Math,78.0,Proficient
STU00223,2025,ELA,67.0,Basic
STU00223,2025,Science,65.0,Basic
STU00223,2025,Social Studies,81.0,Proficient
STU00224,2023,Math,66.0,Basic
STU00224,2023,ELA,66.0,Basic
STU00224,2023,Science,62.0,Basic
STU00224,2023,Social Studies,68.0,Basic
STU00224,2024,Math,75.0,Proficient
STU00224,2024,ELA,57.0,Basic
STU00224,2024,Science,75.0,Proficient
STU00224,2024,Social Studies,65.0,Basic
STU00224,2025,Math,70.0,Proficient
STU00224,2025,ELA,74.0,Proficient
STU00224,2025,Science,72.0,Proficient
STU00224,2025,Social Studies,74.0,Proficient
STU00225,2023,Math,57.0,Basic
STU00225,2023,ELA,59.0,Basic
STU00225,2023,Science,75.0,Proficient
STU00225,2023,Social Studies,65.0,Basic
STU00225,2024,Math,64.0,Basic
STU00225,2024,ELA,63.0,Basic
STU00225,2024,Science,64.0,Basic
STU00225,2024,Social Studies,64.0,Basic
STU00225,2025,Math,70.0,Proficient
STU00225,2025,ELA,59.0,Basic
STU00225,2025,Science,45.0,Below Basic
STU00225,2025,Social Studies,67.0,Basic
STU00226,2023,Math,52.0,Below Basic
STU00226,2023,ELA,52.0,Below Basic
STU00226,2023,Science,65.0,Basic
STU00226,2023,Social Studies,35.0,Below Basic
STU00226,2024,Math,70.0,Proficient
STU00226,2024,ELA,68.0,Basic
STU00226,2024,Science,52.0,Below Basic
STU00226,2024,Social Studies,56.0,Basic
STU00226,2025,Math,62.0,Basic
STU00226,2025,ELA,65.0,Basic
STU00226,2025,Science,53.0,Below Basic
STU00226,2025,Social Studies,47.0,Below Basic
STU00227,2023,Math,89.0,Advanced
STU00227,2023,ELA,82.0,Proficient
STU00227,2023,Science,73.0,Proficient
STU00227,2023,Social Studies,76.0,Proficient
STU00227,2024,Math,78.0,Proficient
STU00227,2024,ELA,82.0,Proficient
STU00227,2024,Science,55.0,Basic
STU00227,2024,Social Studies,73.0,Proficient
STU00227,2025,Math,67.0,Basic
STU00227,2025,ELA,73.0,Proficient
STU00227,2025,Science,80.0,Proficient
STU00227,2025,Social Studies,59.0,Basic
STU00228,2023,Math,63.0,Basic
STU00228,2023,ELA,72.0,Proficient
STU00228,2023,Science,78.0,Proficient
STU00228,2023,Social Studies,86.0,Advanced
STU00228,2024,Math,86.0,Advanced
STU00228,2024,ELA,72.0,Proficient
STU00228,2024,Science,81.0,Proficient
STU00228,2024,Social Studies,82.0,Proficient
STU00228,2025,Math,79.0,Proficient
STU00228,2025,ELA,77.0,Proficient
STU00228,2025,Science,73.0,Proficient
STU00228,2025,Social Studies,69.0,Basic
STU00229,2023,Math,49.0,Below Basic
STU00229,2023,ELA,66.0,Basic
STU00229,2023,Science,61.0,Basic
STU00229,2023,Social Studies,60.0,Basic
STU00229,2024,Math,68.0,Basic
STU00229,2024,ELA,63.0,Basic
STU00229,2024,Science,56.0,Basic
STU00229,2024,Social Studies,64.0,Basic
STU00229,2025,Math,70.0,Proficient
STU00229,2025,ELA,56.0,Basic
STU00229,2025,Science,66.0,Basic
STU00229,2025,Social Studies,66.0,Basic
STU00230,2023,Math,71.0,Proficient
STU00230,2023,ELA,78.0,Proficient
STU00230,2023,Science,65.0,Basic
STU00230,2023,Social Studies,82.0,Proficient
STU00230,2024,Math,61.0,Basic
STU00230,2024,ELA,86.0,Advanced
STU00230,2024,Science,75.0,Proficient
STU00230,2024,Social Studies,72.0,Proficient
STU00230,2025,Math,90.0,Advanced
STU00230,2025,ELA,74.0,Proficient
STU00230,2025,Science,75.0,Proficient
STU00230,2025,Social Studies,67.0,Basic
STU00231,2023,Math,68.0,Basic
STU00231,2023,ELA,76.0,Proficient
STU00231,2023,Science,43.0,Below Basic
STU00231,2023,Social Studies,53.0,Below Basic
STU00231,2024,Math,60.0,Basic
STU00231,2024,ELA,58.0,Basic
STU00231,2024,Science,62.0,Basic
STU00231,2024,Social Studies,63.0,Basic
STU00231,2025,Math,64.0,Basic
STU00231,2025,ELA,55.0,Basic
STU00231,2025,Science,64.0,Basic
STU00231,2025,Social Studies,55.0,Basic
STU00232,2023,Math,53.0,Below Basic
STU00232,2023,ELA,44.0,Below Basic
STU00232,2023,Science,55.0,Basic
STU00232,2023,Social Studies,56.0,Basic
STU00232,2024,Math,63.0,Basic
STU00232,2024,ELA,57.0,Basic
STU00232,2024,Science,58.0,Basic
STU00232,2024,Social Studies,59.0,Basic
STU00232,2025,Math,41.0,Below Basic
STU00232,2025,ELA,45.0,Below Basic
STU00232,2025,Science,59.0,Basic
STU00232,2025,Social Studies,66.0,Basic
STU00233,2023,Math,67.0,Basic
STU00233,2023,ELA,64.0,Basic
STU00233,2023,Science,69.0,Basic
STU00233,2023,Social Studies,70.0,Proficient
STU00233,2024,Math,82.0,Proficient
STU00233,2024,ELA,85.0,Advanced
STU00233,2024,Science,72.0,Proficient
STU00233,2024,Social Studies,79.0,Proficient
STU00233,2025,Math,76.0,Proficient
STU00233,2025,ELA,80.0,Proficient
STU00233,2025,Science,90.0,Advanced
STU00233,2025,Social Studies,77.0,Proficient
STU00234,2023,Math,78.0,Proficient
STU00234,2023,ELA,60.0,Basic
STU00234,2023,Science,64.0,Basic
STU00234,2023,Social Studies,52.0,Below Basic
STU00234,2024,Math,71.0,Proficient
STU00234,2024,ELA,79.0,Proficient
STU00234,2024,Science,49.0,Below Basic
STU00234,2024,Social Studies,76.0,Proficient
STU00234,2025,Math,77.0,Proficient
STU00234,2025,ELA,79.0,Proficient
STU00234,2025,Science,63.0,Basic
STU00234,2025,Social Studies,82.0,Proficient
STU00235,2023,Math,78.0,Proficient
STU00235,2023,ELA,86.0,Advanced
STU00235,2023,Science,79.0,Proficient
STU00235,2023,Social Studies,85.0,Advanced
STU00235,2024,Math,86.0,Advanced
STU00235,2024,ELA,77.0,Proficient
STU00235,2024,Science,81.0,Proficient
STU00235,2024,Social Studies,91.0,Advanced
STU00235,2025,Math,79.0,Proficient
STU00235,2025,ELA,73.0,Proficient
STU00235,2025,Science,88.0,Advanced
STU00235,2025,Social Studies,97.0,Advanced
STU00236,2023,Math,84.0,Proficient
STU00236,2023,ELA,82.0,Proficient
STU00236,2023,Science,54.0,Below Basic
STU00236,2023,Social Studies,71.0,Proficient
STU00236,2024,Math,69.0,Basic
STU00236,2024,ELA,78.0,Proficient
STU00236,2024,Science,92.0,Advanced
STU00236,2024,Social Studies,69.0,Basic
STU00236,2025,Math,95.0,Advanced
STU00236,2025,ELA,74.0,Proficient
STU00236,2025,Science,70.0,Proficient
STU00236,2025,Social Studies,86.0,Advanced
STU00237,2023,Math,73.0,Proficient
STU00237,2023,ELA,73.0,Proficient
STU00237,2023,Science,59.0,Basic
STU00237,2023,Social Studies,73.0,Proficient
STU00237,2024,Math,58.0,Basic
STU00237,2024,ELA,63.0,Basic
STU00237,2024,Science,69.0,Basic
STU00237,2024,Social Studies,64.0,Basic
STU00237,2025,Math,81.0,Proficient
STU00237,2025,ELA,69.0,Basic
STU00237,2025,Science,71.0,Proficient
STU00237,2025,Social Studies,67.0,Basic
STU00238,2023,Math,63.0,Basic
STU00238,2023,ELA,51.0,Below Basic
STU00238,2023,Science,66.0,Basic
STU00238,2023,Social Studies,67.0,Basic
STU00238,2024,Math,51.0,Below Basic
STU00238,2024,ELA,59.0,Basic
STU00238,2024,Science,53.0,Below Basic
STU00238,2024,Social Studies,64.0,Basic
STU00238,2025,Math,55.0,Basic
STU00238,2025,ELA,56.0,Basic
STU00238,2025,Science,59.0,Basic
STU00238,2025,Social Studies,46.0,Below Basic
STU00239,2023,Math,69.0,Basic
STU00239,2023,ELA,79.0,Proficient
STU00239,2023,Science,73.0,Proficient
STU00239,2023,Social Studies,82.0,Proficient
STU00239,2024,Math,72.0,Proficient
STU00239,2024,ELA,74.0,Proficient
STU00239,2024,Science,67.0,Basic
STU00239,2024,Social Studies,76.0,Proficient
STU00239,2025,Math,93.0,Advanced
STU00239,2025,ELA,80.0,Proficient
STU00239,2025,Science,72.0,Proficient
STU00239,2025,Social Studies,70.0,Proficient
STU00240,2023,Math,53.0,Below Basic
STU00240,2023,ELA,63.0,Basic
STU00240,2023,Science,76.0,Proficient
STU00240,2023,Social Studies,68.0,Basic
STU00240,2024,Math,57.0,Basic
STU00240,2024,ELA,61.0,Basic
STU00240,2024,Science,73.0,Proficient
STU00240,2024,Social Studies,69.0,Basic
STU00240,2025,Math,65.0,Basic
STU00240,2025,ELA,71.0,Proficient
STU00240,2025,Science,92.0,Advanced
STU00240,2025,Social Studies,85.0,Advanced
STU00241,2023,Math,84.0,Proficient
STU00241,2023,ELA,58.0,Basic
STU00241,2023,Science,72.0,Proficient
STU00241,2023,Social Studies,69.0,Basic
STU00241,2024,Math,79.0,Proficient
STU00241,2024,ELA,86.0,Advanced
STU00241,2024,Science,79.0,Proficient
STU00241,2024,Social Studies,70.0,Proficient
STU00241,2025,Math,72.0,Proficient
STU00241,2025,ELA,,Advanced
STU00241,2025,Science,86.0,Advanced
STU00241,2025,Social Studies,83.0,Proficient
STU00242,2023,Math,70.0,Proficient
STU00242,2023,ELA,73.0,Proficient
STU00242,2023,Science,74.0,Proficient
STU00242,2023,Social Studies,80.0,Proficient
STU00242,2024,Math,77.0,Proficient
STU00242,2024,ELA,75.0,Proficient
STU00242,2024,Science,73.0,Proficient
STU00242,2024,Social Studies,75.0,Proficient
STU00242,2025,Math,68.0,Basic
STU00242,2025,ELA,71.0,Proficient
STU00242,2025,Science,82.0,Proficient
STU00242,2025,Social Studies,73.0,Proficient
STU00243,2023,Math,84.0,Proficient
STU00243,2023,ELA,79.0,Proficient
STU00243,2023,Science,86.0,Advanced
STU00243,2023,Social Studies,86.0,Advanced
STU00243,2024,Math,86.0,Advanced
STU00243,2024,ELA,77.0,Proficient
STU00243,2024,Science,84.0,Proficient
STU00243,2024,Social Studies,89.0,Advanced
STU00243,2025,Math,64.0,Basic
STU00243,2025,ELA,96.0,Advanced
STU00243,2025,Science,100.0,Advanced
STU00243,2025,Social Studies,90.0,Advanced
STU00244,2023,Math,75.0,Proficient
STU00244,2023,ELA,76.0,Proficient
STU00244,2023,Science,67.0,Basic
STU00244,2023,Social Studies,71.0,Proficient
STU00244,2024,Math,76.0,Proficient
STU00244,2024,ELA,62.0,Basic
STU00244,2024,Science,60.0,Basic
STU00244,2024,Social Studies,68.0,Basic
STU00244,2025,Math,79.0,Proficient
STU00244,2025,ELA,68.0,Basic
STU00244,2025,Science,73.0,Proficient
STU00244,2025,Social Studies,76.0,Proficient
STU00245,2023,Math,58.0,Basic
STU00245,2023,ELA,48.0,Below Basic
STU00245,2023,Science,60.0,Basic
STU00245,2023,Social Studies,73.0,Proficient
STU00245,2024,Math,72.0,Proficient
STU00245,2024,ELA,75.0,Proficient
STU00245,2024,Science,75.0,Proficient
STU00245,2024,Social Studies,66.0,Basic
STU00245,2025,Math,62.0,Basic
STU00245,2025,ELA,76.0,Proficient
STU00245,2025,Science,69.0,Basic
STU00245,2025,Social Studies,81.0,Proficient
STU00246,2023,Math,76.0,Proficient
STU00246,2023,ELA,87.0,Advanced
STU00246,2023,Science,71.0,Proficient
STU00246,2023,Social Studies,86.0,Advanced
STU00246,2024,Math,96.0,Advanced
STU00246,2024,ELA,81.0,Proficient
STU00246,2024,Science,84.0,Proficient
STU00246,2024,Social Studies,73.0,Proficient
STU00246,2025,Math,84.0,Proficient
STU00246,2025,ELA,89.0,Advanced
STU00246,2025,Science,73.0,Proficient
STU00246,2025,Social Studies,85.0,Advanced
STU00247,2023,Math,69.0,Basic
STU00247,2023,ELA,73.0,Proficient
STU00247,2023,Science,75.0,Proficient
STU00247,2023,Social Studies,75.0,Proficient
STU00247,2024,Math,67.0,Basic
STU00247,2024,ELA,79.0,Proficient
STU00247,2024,Science,81.0,Proficient
STU00247,2024,Social Studies,68.0,Basic
STU00247,2025,Math,73.0,Proficient
STU00247,2025,ELA,60.0,Basic
STU00247,2025,Science,80.0,Proficient
STU00247,2025,Social Studies,88.0,Advanced
STU00248,2023,Math,72.0,Proficient
STU00248,2023,ELA,79.0,Proficient
STU00248,2023,Science,74.0,Proficient
STU00248,2023,Social Studies,75.0,Proficient
STU00248,2024,Math,77.0,Proficient
STU00248,2024,ELA,71.0,Proficient
STU00248,2024,Science,75.0,Proficient
STU00248,2024,Social Studies,71.0,Proficient
STU00248,2025,Math,81.0,Proficient
STU00248,2025,ELA,81.0,Proficient
STU00248,2025,Science,74.0,Proficient
STU00248,2025,Social Studies,80.0,Proficient
STU00249,2023,Math,63.0,Basic
STU00249,2023,ELA,79.0,Proficient
STU00249,2023,Science,63.0,Basic
STU00249,2023,Social Studies,75.0,Proficient
STU00249,2024,Math,62.0,Basic
STU00249,2024,ELA,78.0,Proficient
STU00249,2024,Science,79.0,Proficient
STU00249,2024,Social Studies,82.0,Proficient
