student_id,school_year,days_enrolled,days_present,attendance_rate,chronic_absenteeism_flag
STU00258,2023,178,168,0.944,0
STU00258,2024,175,147,0.84,1
STU00258,2025,178,155,0.871,1
STU00259,2023,171,159,0.93,0
STU00259,2024,170,159,0.935,0
STU00259,2025,176,170,0.966,0
STU00260,2023,177,162,0.915,0
STU00260,2024,167,157,0.94,0
STU00260,2025,174,163,0.937,0
STU00261,2023,175,150,0.8571428571428571,1
STU00261,2024,168,148,0.881,1
STU00261,2025,178,168,0.944,0
STU00262,2023,180,172,0.956,0
STU00262,2024,167,159,0.952,0
STU00262,2025,180,170,0.944,0
STU00263,2023,177,172,0.972,0
STU00263,2024,171,160,0.936,0
STU00263,2025,169,157,0.929,0
STU00264,2023,177,167,0.944,0
STU00264,2024,177,170,0.96,0
STU00264,2025,169,151,0.893,1
STU00265,2023,180,164,0.911,0
STU00265,2024,177,158,0.893,1
STU00265,2025,169,160,0.947,0
STU00266,2023,176,161,0.915,0
STU00266,2024,170,169,0.994,0
STU00266,2025,178,160,0.899,1
STU00267,2023,172,170,0.988,0
STU00267,2024,176,171,0.972,0
STU00267,2025,165,155,0.939,0
STU00268,2023,165,144,0.873,1
STU00268,2024,172,155,0.901,0
STU00268,2025,173,160,0.925,0
STU00269,2023,170,152,0.894,1
STU00269,2024,176,161,0.915,0
STU00269,2025,179,166,0.927,0
STU00270,2023,165,150,0.909,0
STU00270,2024,168,156,0.929,0
STU00270,2025,175,147,0.84,1
STU00271,2023,177,171,0.966,0
STU00271,2024,166,160,0.964,0
STU00271,2025,169,152,0.899,1
STU00272,2023,166,147,0.886,1
STU00272,2024,176,167,0.949,0
STU00272,2025,168,149,0.887,1
STU00273,2023,180,177,0.983,0
STU00273,2024,166,154,0.928,0
STU00273,2025,176,175,0.9943181818181818,0
STU00274,2023,168,161,0.958,0
STU00274,2024,166,159,0.958,0
STU00274,2025,170,157,0.924,0
STU00275,2023,179,162,0.905,0
STU00275,2024,170,155,0.912,0
STU00275,2025,167,153,0.916,0
STU00276,2023,165,162,0.982,0
STU00276,2024,167,159,0.952,0
STU00276,2025,178,163,0.916,0
STU00277,2023,168,151,0.899,1
STU00277,2024,179,168,0.939,0
STU00277,2025,170,162,0.953,0
STU00278,2023,166,151,0.91,0
STU00278,2024,166,147,0.886,1
STU00278,2025,165,153,0.927,0
STU00279,2023,169,164,0.97,0
STU00279,2024,168,166,0.988,0
STU00279,2025,169,153,0.905,0
STU00280,2023,168,158,0.94,0
STU00280,2024,169,158,0.935,0
STU00280,2025,170,160,0.941,0
STU00281,2023,177,157,0.887,1
STU00281,2024,166,158,0.010700000000000001,1
STU00281,2025,173,154,0.89,1
STU00282,2023,172,159,0.924,0
STU00282,2024,175,155,0.886,1
STU00282,2025,166,152,0.916,0
STU00283,2023,168,168,1.0,0
STU00283,2024,168,161,0.958,0
STU00283,2025,169,149,0.882,1
STU00284,2023,178,167,0.938,0
STU00284,2024,175,159,0.909,0
STU00284,2025,177,166,0.938,0
STU00285,2023,169,157,0.929,0
STU00285,2024,169,169,1.0,0
STU00285,2025,171,164,0.959,0
STU00286,2023,168,159,0.946,0
STU00286,2024,166,163,0.982,0
STU00286,2025,166,162,0.976,0
STU00287,2023,166,147,0.886,1
STU00287,2024,179,159,0.888,1
STU00287,2025,175,156,0.891,1
STU00288,2023,171,152,0.889,1
STU00288,2024,168,160,0.952,0
STU00288,2025,179,172,0.961,0
STU00289,2023,180,158,0.878,1
STU00289,2024,171,154,0.901,0
STU00289,2025,170,158,0.929,0
STU00290,2023,179,154,0.86,1
STU00290,2024,167,146,0.874,1
STU00290,2025,178,160,0.899,1
STU00291,2023,178,178,1.0,0
STU00291,2024,180,161,0.894,1
STU00291,2025,170,151,0.888,1
STU00292,2023,169,158,0.935,0
STU00292,2024,179,162,0.905,0
STU00292,2025,173,157,0.9075144508670521,0
STU00293,2023,167,156,0.934,0
STU00293,2024,167,158,0.946,0
STU00293,2025,168,155,0.923,0
STU00294,2023,174,157,0.902,0
STU00294,2024,171,167,0.977,0
STU00294,2025,177,165,0.932,0
STU00295,2023,171,170,0.994,0
STU00295,2024,173,169,0.977,0
STU00295,2025,167,160,0.958,0
STU00296,2023,169,158,0.935,0
STU00296,2024,174,158,0.908,0
STU00296,2025,167,162,0.97,0
STU00297,2023,169,156,0.923,0
STU00297,2024,169,153,0.905,0
STU00297,2025,172,167,0.971,0
STU00298,2023,170,154,0.906,0
STU00298,2024,165,155,0.939,0
STU00298,2025,173,156,0.902,0
STU00299,2023,166,143,0.861,1
STU00299,2024,173,169,0.977,0
STU00299,2025,173,152,0.879,1
STU00300,2023,172,167,0.971,0
STU00300,2024,176,166,0.943,0
STU00300,2025,165,157,0.952,0
STU00301,2023,169,158,0.935,0
STU00301,2024,168,159,0.946,0
STU00301,2025,172,168,0.977,0
STU00302,2023,169,167,0.988,0
STU00302,2024,175,170,0.971,0
STU00302,2025,169,157,0.929,0
STU00303,2023,175,163,0.931,0
STU00303,2024,173,163,0.942,0
STU00303,2025,166,159,0.958,0
STU00304,2023,166,158,0.952,0
STU00304,2024,168,152,0.905,0
STU00304,2025,173,160,0.925,0
STU00305,2023,180,169,0.939,0
STU00305,2024,166,155,0.934,0
STU00305,2025,175,159,0.909,0
STU00306,2023,178,157,0.882,1
STU00306,2024,168,167,0.994,0
STU00306,2025,177,171,0.966,0
STU00307,2023,178,167,0.938,0
STU00307,2024,170,158,0.929,0
STU00307,2025,168,158,0.94,0
STU00308,2023,175,169,0.9657142857142857,0
STU00308,2024,175,173,0.989,0
STU00308,2025,172,166,0.965,0
STU00309,2023,178,178,1.0,0
STU00309,2024,173,171,0.988,0
STU00309,2025,167,161,0.964,0
STU00310,2023,167,158,0.946,0
STU00310,2024,165,158,0.958,0
STU00310,2025,175,167,0.9540000000000001,0
STU00311,2023,167,161,0.964,0
STU00311,2024,176,147,0.835,1
STU00311,2025,173,172,0.994,0
STU00312,2023,165,145,0.879,1
STU00312,2024,171,149,0.871,1
STU00312,2025,173,154,0.89,1
STU00313,2023,167,149,0.892,1
STU00313,2024,171,161,0.942,0
STU00313,2025,177,176,0.994,0
STU00314,2023,176,165,0.938,0
STU00314,2024,176,156,0.886,1
STU00314,2025,168,150,0.893,1
STU00315,2023,168,158,0.94,0
STU00315,2024,168,153,0.9107142857142857,0
STU00315,2025,165,152,0.921,0
STU00316,2023,167,166,0.994,0
STU00316,2024,174,167,0.96,0
STU00316,2025,178,168,0.944,0
STU00317,2023,168,149,0.887,1
STU00317,2024,175,166,0.949,0
STU00317,2025,179,166,0.927,0
STU00318,2023,171,161,0.942,0
STU00318,2024,167,156,0.934,0
STU00318,2025,168,154,0.917,0
STU00319,2023,166,157,0.946,0
STU00319,2024,171,158,0.924,0
STU00319,2025,170,162,0.953,0
STU00320,2023,168,154,0.917,0
STU00320,2024,167,161,0.964,0
STU00320,2025,172,168,0.977,0
STU00321,2023,166,157,0.946,0
STU00321,2024,172,157,0.913,0
STU00321,2025,178,178,1.0,0
STU00322,2023,165,163,0.988,0
STU00322,2024,170,159,0.935,0
STU00322,2025,174,173,0.994,0
STU00323,2023,172,156,0.907,0
STU00323,2024,168,146,0.869,1
STU00323,2025,169,159,0.941,0
STU00324,2023,166,152,0.916,0
STU00324,2024,174,174,1.0,0
STU00324,2025,165,144,0.873,1
STU00325,2023,168,163,0.97,0
STU00325,2024,174,163,0.937,0
STU00325,2025,180,172,0.956,0
STU00326,2023,169,150,0.888,1
STU00326,2024,177,159,0.898,1
STU00326,2025,173,163,0.942,0
STU00327,2023,165,148,0.897,1
STU00327,2024,180,165,0.917,0
STU00327,2025,169,161,0.953,0
STU00328,2023,165,162,0.982,0
STU00328,2024,173,156,0.902,0
STU00328,2025,173,158,0.913,0
STU00329,2023,175,166,0.949,0
STU00329,2024,173,173,1.0,0
STU00329,2025,167,145,0.868,1
STU00330,2023,172,165,0.959,0
STU00330,2024,166,162,0.976,0
STU00330,2025,180,177,0.983,0
STU00331,2023,166,152,0.916,0
STU00331,2024,171,171,1.0,0
STU00331,2025,174,158,0.908,0
STU00332,2023,167,160,0.958,0
STU00332,2024,180,167,0.928,0
STU00332,2025,170,159,0.935,0
STU00333,2023,170,148,0.871,1
STU00333,2024,169,158,0.935,0
STU00333,2025,175,158,0.903,0
STU00334,2023,166,153,0.922,0
STU00334,2024,178,161,0.904,0
STU00334,2025,172,162,0.942,0
STU00335,2023,169,164,0.97,0
STU00335,2024,172,167,0.971,0
STU00335,2025,178,171,0.961,0
STU00336,2023,173,159,0.919,0
STU00336,2024,168,160,0.952,0
STU00336,2025,178,164,0.921,0
STU00337,2023,169,160,0.947,0
STU00337,2024,178,158,0.888,1
STU00337,2025,180,165,0.917,0
STU00338,2023,179,166,0.927,0
STU00338,2024,174,159,0.914,0
STU00338,2025,179,163,0.911,0
STU00339,2023,172,172,1.0,0
STU00339,2024,170,152,0.894,1
STU00339,2025,165,152,0.921,0
STU00340,2023,170,159,0.935,0
STU00340,2024,171,171,1.0,0
STU00340,2025,177,174,0.983,0
STU00341,2023,165,150,0.909,0
STU00341,2024,178,164,0.921,0
STU00341,2025,172,156,0.907,0
STU00342,2023,173,150,0.867,1
STU00342,2024,168,149,0.887,1
STU00342,2025,180,175,0.972,0
STU00343,2023,171,162,0.947,0
STU00343,2024,177,171,0.966,0
STU00343,2025,165,165,1.0,0
STU00344,2023,176,167,0.949,0
STU00344,2024,172,158,0.919,0
STU00344,2025,167,150,0.898,1
STU00345,2023,168,156,0.929,0
STU00345,2024,178,159,0.893,1
STU00345,2025,179,158,0.883,1
STU00346,2023,175,164,0.937,0
STU00346,2024,173,157,0.908,0
STU00346,2025,179,156,0.872,1
STU00347,2023,177,166,0.938,0
STU00347,2024,178,174,0.978,0
STU00347,2025,174,165,0.948,0
STU00348,2023,174,157,0.902,0
STU00348,2024,171,169,0.988,0
STU00348,2025,179,168,0.939,0
STU00349,2023,180,180,1.0,0
STU00349,2024,177,162,0.915,0
STU00349,2025,167,156,0.934,0
STU00350,2023,175,175,1.0,0
STU00350,2024,171,157,0.918,0
STU00350,2025,176,157,0.892,1
STU00351,2023,172,172,1.0,0
STU00351,2024,173,164,0.948,0
STU00351,2025,166,149,0.898,1
STU00352,2023,167,165,0.988,0
STU00352,2024,172,164,0.953,0
STU00352,2025,171,170,0.994,0
STU00353,2023,165,161,0.976,0
STU00353,2024,179,163,0.911,0
STU00353,2025,167,148,0.886,1
STU00354,2023,178,150,0.843,1
STU00354,2024,179,151,0.844,1
STU00354,2025,175,163,0.931,0
STU00355,2023,180,160,0.889,1
STU00355,2024,169,155,0.917,0
STU00355,2025,166,166,1.0,0
STU00356,2023,167,144,0.862,1
STU00356,2024,177,171,0.966,0
STU00356,2025,175,155,0.886,1
STU00357,2023,180,163,0.906,0
STU00357,2024,169,154,0.911,0
STU00357,2025,178,164,0.921,0
STU00358,2023,174,152,0.874,1
STU00358,2024,169,155,0.917,0
STU00358,2025,168,156,0.929,0
STU00359,2023,174,164,0.943,0
STU00359,2024,169,157,0.929,0
STU00359,2025,169,169,1.0,0
STU00360,2023,173,167,0.965,0
STU00360,2024,180,169,0.939,0
STU00360,2025,165,151,0.915,0
STU00361,2023,177,156,0.881,1
STU00361,2024,167,146,0.874,1
STU00361,2025,175,158,0.903,0
STU00362,2023,176,176,1.0,0
STU00362,2024,173,168,0.971,0
STU00362,2025,176,176,1.0,0
STU00363,2023,178,169,0.949,0
STU00363,2024,179,179,1.0,0
STU00363,2025,176,165,0.938,0
STU00364,2023,171,156,0.912,0
STU00364,2024,171,159,0.93,0
STU00364,2025,165,160,0.97,0
STU00365,2023,172,165,0.959,0
STU00365,2024,166,166,1.0,0
STU00365,2025,167,153,0.916,0
STU00366,2023,173,156,0.902,0
STU00366,2024,170,170,1.0,0
STU00366,2025,170,163,0.959,0
STU00367,2023,177,164,0.927,0
STU00367,2024,167,153,0.916,0
STU00367,2025,165,158,0.958,0
STU00368,2023,168,160,0.952,0
STU00368,2024,171,162,0.947,0
STU00368,2025,179,158,0.883,1
STU00369,2023,171,145,0.848,1
STU00369,2024,173,165,0.954,0
STU00369,2025,176,167,0.9488636363636364,0
STU00370,2023,170,158,0.929,0
STU00370,2024,177,160,0.904,0
STU00370,2025,170,155,0.912,0
STU00371,2023,166,165,0.994,0
STU00371,2024,173,158,0.913,0
STU00371,2025,166,155,0.934,0
STU00372,2023,166,147,0.886,1
STU00372,2024,180,163,0.906,0
STU00372,2025,176,161,0.915,0
STU00373,2023,167,158,0.946,0
STU00373,2024,178,164,0.921,0
STU00373,2025,179,161,0.899,1
STU00374,2023,178,171,0.961,0
STU00374,2024,174,173,0.994,0
STU00374,2025,177,172,0.972,0
STU00375,2023,166,156,0.94,0
STU00375,2024,167,151,0.9041916167664671,0
STU00375,2025,170,165,0.971,0
STU00376,2023,174,148,0.851,1
STU00376,2024,179,168,0.939,0
STU00376,2025,166,156,0.94,0
STU00377,2023,169,152,0.899,1
STU00377,2024,178,161,0.904,0
STU00377,2025,165,153,0.927,0
STU00378,2023,178,167,0.938,0
STU00378,2024,171,155,0.906,0
STU00378,2025,167,159,0.952,0
STU00379,2023,167,147,0.88,1
STU00379,2024,167,155,0.928,0
STU00379,2025,176,166,0.943,0
STU00380,2023,168,161,0.958,0
STU00380,2024,175,173,0.989,0
STU00380,2025,172,169,0.983,0
STU00381,2023,171,157,0.918,0
STU00381,2024,176,163,0.926,0
STU00381,2025,165,158,0.958,0
STU00382,2023,171,157,,0
STU00382,2024,178,162,0.91,0
STU00382,2025,166,150,0.904,0
STU00383,2023,175,157,0.897,1
STU00383,2024,166,146,0.88,1
STU00383,2025,172,172,1.0,0
STU00384,2023,165,165,1.0,0
STU00384,2024,167,158,0.946,0
STU00384,2025,173,153,0.884,1
STU00385,2023,167,154,0.922,0
STU00385,2024,179,175,0.978,0
STU00385,2025,170,159,0.935,0
STU00386,2023,175,156,0.891,1
STU00386,2024,172,154,0.895,1
STU00386,2025,175,172,0.983,0
STU00387,2023,167,155,0.928,0
STU00387,2024,175,171,0.977,0
STU00387,2025,167,149,0.892,1
STU00388,2023,176,166,0.943,0
STU00388,2024,177,158,0.893,1
STU00388,2025,176,158,0.898,1
STU00389,2023,167,166,0.994,0
STU00389,2024,172,163,0.948,0
STU00389,2025,178,166,,0
STU00390,2023,180,172,0.956,0
STU00390,2024,178,166,0.933,0
STU00390,2025,176,171,0.972,0
STU00391,2023,169,154,0.911,0
STU00391,2024,180,166,0.922,0
STU00391,2025,171,157,0.918,0
STU00392,2023,176,172,0.977,0
STU00392,2024,179,159,0.888,1
STU00392,2025,176,168,0.955,0
STU00393,2023,172,159,0.924,0
STU00393,2024,168,148,0.881,1
STU00393,2025,168,147,0.875,1
STU00394,2023,170,149,0.876,1
STU00394,2024,174,158,0.908,0
STU00394,2025,179,162,0.905,0
STU00395,2023,175,143,0.817,1
STU00395,2024,178,168,0.944,0
STU00395,2025,174,156,0.897,1
STU00396,2023,178,164,0.921,0
STU00396,2024,173,145,0.838,1
STU00396,2025,177,174,0.983,0
STU00397,2023,172,158,0.919,0
STU00397,2024,172,147,0.855,1
STU00397,2025,175,154,0.88,1
STU00398,2023,175,162,0.926,0
STU00398,2024,166,142,0.855,1
STU00398,2025,171,154,0.901,0
STU00399,2023,166,146,0.88,1
STU00399,2024,180,165,0.917,0
STU00399,2025,180,169,0.939,0
STU00400,2023,175,172,0.9828571428571429,0
STU00400,2024,179,160,0.894,1
STU00400,2025,173,163,0.942,0
STU00401,2023,179,163,0.911,0
STU00401,2024,173,154,0.89,1
STU00401,2025,165,133,0.806,1
STU00402,2023,179,171,0.955,0
STU00402,2024,176,157,0.892,1
STU00402,2025,172,160,0.93,0
STU00403,2023,176,163,0.926,0
STU00403,2024,167,161,0.964,0
STU00403,2025,170,156,0.918,0
STU00404,2023,173,172,0.994,0
STU00404,2024,170,161,0.947,0
STU00404,2025,178,174,0.978,0
STU00405,2023,175,157,0.897,1
STU00405,2024,180,168,0.933,0
STU00405,2025,177,154,0.87,1
STU00406,2023,175,159,0.909,0
STU00406,2024,179,173,0.966,0
STU00406,2025,178,169,0.949,0
STU00407,2023,180,156,0.867,1
STU00407,2024,165,158,0.958,0
STU00407,2025,169,149,0.882,1
STU00408,2023,165,140,0.848,1
STU00408,2024,165,144,0.8727272727272727,1
STU00408,2025,169,159,0.941,0
STU00409,2023,180,165,0.917,0
STU00409,2024,168,149,0.887,1
STU00409,2025,180,168,0.933,0
STU00410,2023,170,168,0.988,0
STU00410,2024,175,162,0.926,0
STU00410,2025,179,158,0.883,1
STU00411,2023,169,153,0.905,0
STU00411,2024,178,161,0.904,0
STU00411,2025,173,156,0.902,0
STU00412,2023,172,167,0.971,0
STU00412,2024,179,165,0.922,0
STU00412,2025,168,158,0.94,0
STU00413,2023,174,174,1.0,0
STU00413,2024,179,171,0.955,0
STU00413,2025,167,160,0.958,0
STU00414,2023,177,168,0.949,0
STU00414,2024,174,161,0.925,0
STU00414,2025,174,157,0.902,0
STU00415,2023,177,172,0.972,0
STU00415,2024,177,171,0.966,0
STU00415,2025,170,161,0.947,0
STU00416,2023,174,162,0.9310344827586207,0
STU00416,2024,165,160,0.97,0
STU00416,2025,166,152,0.916,0
STU00417,2023,177,170,0.96,0
STU00417,2024,167,155,0.928,0
STU00417,2025,174,165,0.948,0
STU00418,2023,180,170,0.944,0
STU00418,2024,166,157,0.946,0
STU00418,2025,179,172,0.961,0
STU00419,2023,172,158,0.919,0
STU00419,2024,167,157,0.94,0
STU00419,2025,172,156,0.907,0
STU00420,2023,168,167,0.994,0
STU00420,2024,165,155,0.939,0
STU00420,2025,167,165,0.988,0
STU00421,2023,165,152,0.921,0
STU00421,2024,179,173,0.966,0
STU00421,2025,178,168,0.944,0
STU00422,2023,168,143,0.851,1
STU00422,2024,174,154,0.885,1
STU00422,2025,179,178,0.994,0
STU00423,2023,179,179,1.0,0
STU00423,2024,167,154,0.922,0
STU00423,2025,177,164,0.927,0
STU00424,2023,169,153,0.905,0
STU00424,2024,166,164,0.988,0
STU00424,2025,174,162,0.931,0
STU00425,2023,167,157,0.94,0
STU00425,2024,171,157,0.918,0
STU00425,2025,180,158,0.878,1
STU00426,2023,179,160,0.894,1
STU00426,2024,171,152,0.889,1
STU00426,2025,174,160,0.92,0
STU00427,2023,175,155,0.886,1
STU00427,2024,176,152,0.864,1
STU00427,2025,165,151,0.915,0
STU00428,2023,175,166,0.949,0
STU00428,2024,179,168,0.939,0
STU00428,2025,168,168,1.0,0
STU00429,2023,177,162,0.915,0
STU00429,2024,170,162,0.953,0
STU00429,2025,172,155,0.901,0
STU00430,2023,170,155,0.912,0
STU00430,2024,175,172,0.983,0
STU00430,2025,180,177,0.983,0
STU00431,2023,178,153,0.86,1
STU00431,2024,176,166,0.943,0
STU00431,2025,177,159,0.898,1
STU00432,2023,178,169,0.949,0
STU00432,2024,166,160,0.964,0
STU00432,2025,166,150,0.904,0
STU00433,2023,174,156,0.897,1
STU00433,2024,166,163,0.982,0
STU00433,2025,175,157,0.897,1
STU00434,2023,174,168,0.966,0
STU00434,2024,167,167,1.0,0
STU00434,2025,171,164,0.959,0
STU00435,2023,168,162,0.964,0
STU00435,2024,167,150,0.898,1
STU00435,2025,176,154,0.875,1
STU00436,2023,179,162,0.905,0
STU00436,2024,169,154,0.911,0
STU00436,2025,179,161,0.899,1
STU00437,2023,168,154,0.917,0
STU00437,2024,177,172,0.972,0
STU00437,2025,177,163,0.921,0
STU00438,2023,171,148,0.865,1
STU00438,2024,172,164,0.953,0
STU00438,2025,167,161,0.964,0
STU00439,2023,172,169,0.983,0
STU00439,2024,172,164,0.953,0
STU00439,2025,180,176,0.978,0
STU00440,2023,173,149,0.861,1
STU00440,2024,175,159,0.909,0
STU00440,2025,175,167,0.954,0
STU00441,2023,170,161,0.947,0
STU00441,2024,175,162,0.926,0
STU00441,2025,166,160,0.964,0
STU00442,2023,169,156,0.923,0
STU00442,2024,171,155,0.906,0
STU00442,2025,165,152,0.921,0
STU00443,2023,180,165,0.917,0
STU00443,2024,171,161,0.942,0
STU00443,2025,165,152,0.921,0
STU00444,2023,167,150,0.898,1
STU00444,2024,170,147,0.865,1
STU00444,2025,178,163,0.916,0
STU00445,2023,174,165,0.948,0
STU00445,2024,180,179,0.994,0
STU00445,2025,174,166,0.954,0
STU00446,2023,167,162,0.97,0
STU00446,2024,172,159,0.924,0
STU00446,2025,169,164,0.97,0
STU00447,2023,175,159,0.909,0
STU00447,2024,166,153,0.922,0
STU00447,2025,176,176,1.0,0
STU00448,2023,175,173,0.989,0
STU00448,2024,175,159,0.909,0
STU00448,2025,180,173,0.961,0
STU00449,2023,167,161,0.964,0
STU00449,2024,165,153,0.927,0
STU00449,2025,172,162,0.942,0
STU00450,2023,167,149,0.892,1
STU00450,2024,180,169,0.939,0
STU00450,2025,178,164,0.921,0
STU00451,2023,169,159,0.941,0
STU00451,2024,174,162,0.931,0
STU00451,2025,178,168,0.944,0
STU00452,2023,166,163,0.982,0
STU00452,2024,173,167,0.965,0
STU00452,2025,167,151,0.904,0
STU00453,2023,177,156,0.881,1
STU00453,2024,169,148,0.876,1
STU00453,2025,174,159,0.914,0
STU00454,2023,173,162,0.936,0
STU00454,2024,171,156,0.912,0
STU00454,2025,179,166,0.927,0
STU00455,2023,178,158,0.888,1
STU00455,2024,179,163,0.911,0
STU00455,2025,168,150,0.893,1
STU00456,2023,167,162,0.97,0
STU00456,2024,167,156,0.934,0
STU00456,2025,169,152,0.899,1
STU00457,2023,178,173,0.972,0
STU00457,2024,170,158,0.929,0
STU00457,2025,177,160,0.904,0
STU00458,2023,167,140,0.838,1
STU00458,2024,178,155,0.871,1
STU00458,2025,165,142,,0
STU00459,2023,171,145,0.848,1
STU00459,2024,178,158,0.888,1
STU00459,2025,178,158,0.888,1
STU00460,2023,180,172,0.956,0
STU00460,2024,169,163,0.964,0
STU00460,2025,173,149,0.861,1
STU00461,2023,166,151,0.91,0
STU00461,2024,166,154,0.928,0
STU00461,2025,177,172,0.972,0
STU00462,2023,180,176,0.978,0
STU00462,2024,179,171,0.955,0
STU00462,2025,167,151,0.9041916167664671,0
STU00463,2023,176,162,0.92,0
STU00463,2024,179,156,0.872,1
STU00463,2025,179,175,0.978,0
STU00464,2023,172,159,0.924,0
STU00464,2024,167,164,0.982,0
STU00464,2025,175,153,0.874,1
STU00465,2023,177,173,0.977,0
STU00465,2024,166,155,0.934,0
STU00465,2025,170,161,0.947,0
STU00466,2023,170,161,0.947,0
STU00466,2024,177,166,0.938,0
STU00466,2025,178,159,0.893,1
STU00467,2023,179,167,0.933,0
STU00467,2024,167,163,0.976,0
STU00467,2025,180,157,0.872,1
STU00468,2023,166,148,0.892,1
STU00468,2024,165,151,0.915,0
STU00468,2025,172,158,0.919,0
STU00469,2023,171,162,0.947,0
STU00469,2024,170,151,0.888,1
STU00469,2025,171,154,0.901,0
STU00470,2023,180,171,0.95,0
STU00470,2024,178,156,0.876,1
STU00470,2025,170,158,0.929,0
STU00471,2023,180,172,0.956,0
STU00471,2024,178,173,0.972,0
STU00471,2025,178,162,0.91,0
STU00472,2023,180,165,0.917,0
STU00472,2024,178,153,0.86,1
STU00472,2025,170,149,0.876,1
STU00473,2023,169,158,0.935,0
STU00473,2024,176,157,0.892,1
STU00473,2025,173,153,0.884,1
STU00474,2023,168,160,0.952,0
STU00474,2024,177,167,0.944,0
STU00474,2025,177,163,0.921,0
STU00475,2023,165,152,0.921,0
STU00475,2024,179,163,0.911,0
STU00475,2025,166,166,1.0,0
STU00476,2023,180,168,0.933,0
STU00476,2024,170,158,0.929,0
STU00476,2025,173,170,0.983,0
STU00477,2023,174,166,0.954,0
STU00477,2024,180,158,0.878,1
STU00477,2025,171,152,0.889,1
STU00478,2023,177,162,0.915,0
STU00478,2024,175,165,0.943,0
STU00478,2025,179,170,0.95,0
STU00479,2023,171,161,0.942,0
STU00479,2024,168,144,0.857,1
STU00479,2025,172,152,0.884,1
STU00480,2023,180,164,0.911,0
STU00480,2024,178,169,0.949,0
STU00480,2025,171,155,0.906,0
STU00481,2023,180,168,0.933,0
STU00481,2024,170,167,0.982,0
STU00481,2025,174,163,0.937,0
STU00482,2023,169,159,0.941,0
STU00482,2024,180,180,1.0,0
STU00482,2025,179,166,0.927,0
STU00483,2023,176,163,0.926,0
STU00483,2024,173,158,0.913,0
STU00483,2025,172,163,0.948,0
STU00484,2023,169,159,0.941,0
STU00484,2024,180,165,0.917,0
STU00484,2025,172,157,0.913,0
STU00485,2023,168,158,0.94,0
STU00485,2024,169,158,0.935,0
STU00485,2025,178,165,0.9269662921348315,0
STU00486,2023,170,155,0.912,0
STU00486,2024,176,161,0.915,0
STU00486,2025,165,154,0.933,0
STU00487,2023,168,163,0.97,0
STU00487,2024,177,154,0.87,1
STU00487,2025,177,170,0.96,0
STU00488,2023,173,161,0.931,0
STU00488,2024,177,160,0.904,0
STU00488,2025,166,163,0.982,0
STU00489,2023,171,169,0.988,0
STU00489,2024,174,174,1.0,0
STU00489,2025,180,159,0.883,1
STU00490,2023,171,150,0.877,1
STU00490,2024,166,160,0.964,0
STU00490,2025,180,167,0.928,0
STU00491,2023,179,163,0.911,0
STU00491,2024,173,150,0.867,1
STU00491,2025,169,148,0.876,1
STU00492,2023,171,171,1.0,0
STU00492,2024,175,168,0.96,0
STU00492,2025,170,151,0.888,1
STU00493,2023,179,173,0.966,0
STU00493,2024,169,151,0.893,1
STU00493,2025,173,151,0.873,1
STU00494,2023,174,159,0.914,0
STU00494,2024,170,160,0.941,0
STU00494,2025,166,159,0.958,0
STU00495,2023,167,155,0.928,0
STU00495,2024,170,149,0.876,1
STU00495,2025,176,166,0.943,0
STU00496,2023,180,158,0.878,1
STU00496,2024,173,159,0.919,0
STU00496,2025,167,153,0.916,0
STU00497,2023,170,170,1.0,0
STU00497,2024,167,154,0.922,0
STU00497,2025,166,166,1.0,0
STU00498,2023,167,158,0.946,0
STU00498,2024,170,165,0.971,0
STU00498,2025,173,165,0.954,0
STU00499,2023,168,166,0.988,0
STU00499,2024,169,169,1.0,0
STU00499,2025,169,162,0.959,0
STU00500,2023,177,170,0.96,0
STU00500,2024,166,153,0.922,0
STU00500,2025,173,168,0.971,0
STU00501,2023,172,160,0.93,0
STU00501,2024,176,173,0.983,0
STU00501,2025,168,155,0.923,0
STU00502,2023,173,166,0.96,0
STU00502,2024,171,159,0.93,0
STU00502,2025,166,156,0.94,0
STU00503,2023,175,158,0.903,0
STU00503,2024,167,158,0.946,0
STU00503,2025,166,144,0.867,1
STU00504,2023,168,148,0.881,1
STU00504,2024,175,154,0.88,1
STU00504,2025,177,165,0.932,0
STU00505,2023,175,157,0.897,1
STU00505,2024,177,156,0.881,1
STU00505,2025,174,160,0.92,0
STU00506,2023,175,163,0.931,0
STU00506,2024,177,166,0.938,0
STU00506,2025,175,147,0.84,1
STU00507,2023,173,148,0.855,1
STU00507,2024,165,141,0.855,1
STU00507,2025,175,148,0.846,1
STU00508,2023,173,173,1.0,0
STU00508,2024,175,162,0.9257142857142857,0
STU00508,2025,177,158,0.893,1
STU00509,2023,179,179,1.0,0
STU00509,2024,177,174,0.983,0
STU00509,2025,167,167,1.0,0
STU00510,2023,173,156,0.902,0
STU00510,2024,173,168,0.971,0
STU00510,2025,173,144,0.832,1
STU00511,2023,169,161,0.953,0
STU00511,2024,171,166,0.971,0
STU00511,2025,171,163,0.953,0
STU00512,2023,175,167,0.954,0
STU00512,2024,172,164,0.953,0
STU00512,2025,171,165,0.965,0
STU00513,2023,170,167,0.982,0
STU00513,2024,165,153,0.927,0
STU00513,2025,175,170,0.971,0
STU00514,2023,176,165,0.938,0
STU00514,2024,170,155,0.912,0
STU00514,2025,170,156,0.918,0
